text,labels
"4. Потоп в Херсонской области
",4. Общее (потоп в Херсонской области)
"5. Спирт, из которого был сделан Мистер Сидр, похитили со склада ФКУ Центр хозяйственного и сервисного обеспечения ГУ МВД России по Самарской области
",5. Финансы (кража спирта со склада МВД)
"6. Сидр, изза которого погибли уже более 30 человек, делали из спирта, украденного со склада МВД в Самарской области
",6. Финансы (производство опасного сидра из украденного спирта)
"7. Уничтожение огневой точки ВСУ на Авдеевском направлении совместными действиями разведчиков орб Спарта и артиллеристов 1453го мсп
",7. Политика (военные действия на Авдеевском направлении)
"8. Самую крупную летучую мышь Европы гигантскую вечерницу впервые обнаружили в кубанском заповеднике Утриш
",8. Общее (обнаружение крупной летучей мыши)
"9. Всё, что делает сейчас губернатор Кожемякоhttpst.merusbrief124297, связано с его участием в выборах главы региона, и все свои действия он рассчитывает исходя из того, как это отразится на его имидже и рейтингах. Его пытаются представить как многостороннюю личность, что он не закоренелый консерватор, и что он мыслит себя в разных направлениях политической действительности, готов поддерживать разные силы. Владимир Бурлаковhttpst.meclubrf31168
",9. Политика (действия губернатора Кожемяко в связи с выборами)
"10. Число госпитализированных после разрушения Каховской ГЭС возросло до 60, сообщили власти Херсонской области
",10. Общее (увеличение числа госпитализированных после разрушения ГЭС)
"11. Публикуем запрос от редакции РИА DixiNews и ответ
",11. Общее (запрос и ответ от редакции)
"12. Сегодня в программе Сергея Веселовскогоhttpst
",12. Общее (программа Сергея Веселовского)
"13. Скоростной электропоезд РЖД Ласточка совершил 8 июня первый регулярный рейс из Сочи в абхазский курортный город Гагру с 60 пассажирами
",13. Путешествия/релокация (регулярный рейс электропоезда)
"14. Пиво российской дочки американобельгийскотурецкой компании АБ ИнБев Эфес и голландской Heineken не фиксируется в ЕГАИС. На днях сотрудники Росалкогольрегулированияhttpst.mefsrarru1248 задержали фуру, в которой везли нелегальные Hoegaarden, Amstel и Stella Artois. В прошлом НИФИ Минфина России оценил долю нелегального рынка пива в России почти в 27 процентов. Вполне вероятная цифра, если исходить из того теперь уже факта, что международные пивгиганты в России льют мимо государственных систем учета.
",14. Финансы (задержание фуры с нелегальным пивом)
"15. Лондон в целях помешать белорусским медиакомпаниям, попавшим под санкции, распространять пропаганду в Великобритании вводит ограничение на доступ к их сайтам и аккаунтам в социальных сетях.
",15. Политика (ограничение доступа к сайтам и аккаунтам белорусских медиакомпаний)
"16. Если с крепкими напитками возможна недостаточно качественная очистка от сивушных масел во время перегонки и отравления в результате этого, то сидр... Если его вообще в принципе делать, как сидр, подобное невозможно. Поэтому на халатность этоhttpst.merusbrief123381 в любом случае не спишешь. Егор Ершовhttpst.meegorershoff9887
",16. Общее (комментарий о качестве сидра)
"17. Число госпитализированных после разрушения Каховской ГЭС возросло до 60, сообщили власти Херсонской области
",17. Общее (увеличение числа госпитализированных после разрушения ГЭС)
"18. Губернатор Белгородской области Гладков просит Евгения Пригожина и ЧВК Вагнер помочь защитить регион от нападений террористов
",18. Политика (просьба губернатора Белгородской области о помощи в защите региона)
"19. Число госпитализированных с подтопленных территорий после разрушения Каховской ГЭС возросло до 60 власти Херсонской области
",19. Общее (увеличение числа госпитализированных после разрушения ГЭС)
"20. Здравия желаем, друзья!
",20. Общее (приветствие)
"1. Вынесем за скобки сговорhttpst.merusbrief124395 охраны с азербайджанцамиhttpst.merusbrief123381. Остался неотвеченным ещё один вопрос зачем с 2012 года на складе хранился этот конфискованный спирт? Что с ним планировалось делать? Почему он не был уничтожен или продан на производство? Ведь очевидно, что все, что просто лежит и пылится, тратит ресурсы на свое содержание, а в случае своей ценности будет рано или поздно украдено. elite_rezervehttpst.meelite_rezerve21530
",1. Финансы
"2. Устали от непроходимого квеста с бизнесом и счетами зарубежом, даже с ВНЖ других стран?
",2. Общее
"3. Алкогольный напиток Мистер Сидр, изза которого погибли более 30 человек, производился из украденного со склада МВД спирта
",3. Общее
"4. Одессит запустил улей с пчёлами в полицейских, пришедших к нему с проверкой
",4. Развлечения
"5. Санкции против России привели к серьёзным проблемам для бизнеса на севере Норвегии. Верфи Kimek, где ремонтируются мурманские рыболовные суда, при отсутствии заказов из России грозит банкротство, а рабочим увольнение, СеверПост.
",5. Финансы
"6. httpshooks
",6. Общее
"7. Разрушение Каховской ГЭС это удар по контрнаступлению Украины, Financial Times
",7. Политика
"8. Владивосток продолжает заливать глава города призвал работодателей перевести сотрудников на удаленку, Дальневосточный университет уже перевел занятия в онлайн
",8. Общее
"9. Обстрел Херсонской области усилился. Значит Зеленский отъехал уже на очень значительное расстояние. Возможно, подъезжает к Киеву.
",9. Политика
"10. Магадан вместо СанФранциско пассажиры рейса Air India изза неисправности самолета провели два дня в Магадане и сегодня наконец вылетели по маршруту
",10. Путешествия/релокация
"11. В МЧС сообщили о подтоплении 14 тысяч домов в Херсонской области после разрушения Каховской ГЭС
",11. Общее
"12. Заявление Евгения Пригожина
",12. Политика
"13. Bloomberg Владимир Путин хорошо известен тем, что в прошлом шел на риск, который приносил свои плоды, но, похоже, его удача может закончиться
",13. Политика
"14. Упавшим после встречи с Евгением Понасенковым и его другом оказался генеральный директор юридической фирмы
",14. Общее
"15. Китай разместит на Кубе шпионскую база для прослушивания США
",15. Политика
"16. Видео с Винивитинымhttpst.merusbrief124248 абсолютно полная чушь. Понятно, что он пытается оправдаться за то, что по причине его плохого командования подразделение вынуждено было покинуть ту территорию, которая была вверена. Поэтому это не соответствует никаким образом действительности. Евгений Пригожинhttpst.mertvimain76330
",16. Политика
"17. РЖД представили новые сиденья для залов ожидания. Они сделаны из натурального дерева, есть разъемы для зарядки и место для стаканов.
",17. Технологии
"18. Крым 24 ищет корреспондентов
",18. Общее
"19. Купленный пикап Выручает, грузы с таможни забираем, в поля на тестовые облеты партий выезжаем, короче идеальный транспорт и на гарантии, ещё раз огромное спасибо! Работаем без выходных!
",19. Общее
"20. Россия, Казахстан и Узбекистан подписали меморандум для развития горного туризма на курортах Роза хутор, Шымбулак и Амирсой. Благодаря этому соглашению три страны смогут совместно развивать туризм в евразийском пространстве, вицепремьер РФ Дмитрий Чернышенко.
",20. Путешествия/релокация
"1. Известные деятели культуры потребовали лишить Бориса Эйфмана звания Почетного гражданина Петербурга. Режиссера винят в том, что он якобы причастен к сносу ряда зданий в Северной столице, в том числе Дома Басевича. Обращение подписали фронтмен группы Аукцион Олег Гаркуша, лидер Митьков Дмитрий Шагин, историк Лев Лурье, актриса АннаВиктория Веневитина и многие другие. truekpspbru
",1. Политика
"2. Шойгу Сегодня в 1
",2. Общее
"3. ВСУ ночью предприняли попытку прорыва обороны ВС РФ на запорожском направлении силами до 1 500 человек и 150 единиц бронтехники, заявил Шойгу.
",3. Политика
"4. Шойгу ВСУ ночью предприняли попытку прорыва обороны ВС РФ на Запорожском направлении силами до 1 500 человек и 150 единиц бронтехники.
",4. Политика
"5. Шойгу сегодня в 1.30 ночи на запорожском направлении противник численностью до 1500 человек и 150 единиц бронетехники пытался прорвать оборону, но был своевременно обнаружен, по нему нанесен превентивный удар.
",5. Политика
"6. Противник был своевременно обнаружен, нанесен превентивный удар силами артиллерии, авиации и противотанковыми средствами, сообщил Шойгу.
",6. Политика
"7. На всех четырех направлениях противник был остановлен и с большими потерями отошел, заявил Шойгу
",7. Политика
"8. Сегодня в 130 ночи на запорожском направлении силами 47й механизированной бригады численностью до 1500 человек и 150 единиц бронетехники противник предпринял попытку прорыва обороны Шойгу
",8. Политика
"9. Всё дело в амбициях Кожемякоhttpst.merusbrief124397, которые он систематически пытается показать. Губернатор демонстрирует, что перерос свою должность и готов к федеральной работе. Его чрезмерная активность на международном и федеральном треках тому чёткое подтверждение. Главное, чтобы федеральные амбиции не стали началом конца. Гарник Туманянhttpst.mePolitologTumanian346
",9. Политика
"10. Украинские потери в результате двухчасового боя составили 30 танков, 11 боевых машин пехоты, до 350 человек, рассказал Шойгу
",10. Политика
"11. Командиры и бойцы Красной армии! Ваше положение безнадёжно
",11. Политика
"12. Специально подготовленные для осуществления прорыва украинские резервные силы свою задачу не выполнили, заявил Шойгу
",12. Политика
"13. Украинские потери в результате двухчасового боя составили 30 танков, 11 боевых машин пехоты, до 350 человек, рассказал Шойгу.
",13. Политика
"14. На всех четырех направлениях противник был остановлен и с большими потерями отошел, заявил Шойгу
",14. Политика
"15. За вчерашние сутки украинские потери составили 945 человек, 33 танка, 28 БМП, 38 боевых бронированных машин, 3 САУ Krab, рассказал Шойгу
",15. Политика
"16. Министр обороны РФ заявил, что специально подготовленные для осуществления прорыва резервные силы ВСУ свою задачу не выполнили.
",16. Политика
"17. Сергей Шойгу сообщил, что сегодня ночью ВСУ предприняли попытку прорыва российской обороны силами до 1 500 человек и 150 единиц бронетехники на Запорожском направлении
",17. Политика
"18. Шойгу сообщил, что за вчера ВСУ потеряли 33 танка.
",18. Политика
"19. ВСУ потеряли за 7 июня 945 человек, 33 танка, 28 боевых машин пехоты и 38 боевых бронированных машин Шойгу
",19. Политика
"20. Сергей Шойгу сообщил о попытке ВСУ прорвать оборону на запорожском направлении
",20. Политика
"1. Украинское контрнаступление началось, сообщили Washington Post и ABC со ссылкой на военнослужащих и украинских чиновников, в том числе близких к президенту Владимиру Зеленскому
",1. Политика
"2. Десятилетия политики дешевых денег, с одной стороны, привели к надуванию пузырей на рынке активов в том числе и на рынке недвижимости, с другой приучили граждан к низким ипотечным ставкам. Сейчас же, когда ставки по ипотекеhttpst.merusbrief123180 в развитых странах кратно выросли это сильно ограничило число потенциальных покупателей. Ситуация начинает напоминать события 2008 года. Однако по сравнению с 2008 годом сейчас и банки, и регуляторы, и часть заемщиков гораздо лучше готовы к возможному ипотечному кризису. Сергей Хестановhttpst.merussica252209
",2. Финансы
"3. Вячеслав Попов из Новой Каховки
",3. Общее
"4. На Запорожском направлении ВСУ предприняли попытку прорыва российской обороны заявление Шойгу
",4. Политика
"5. Об уничтожении РЛС комплекса IRIST
",5. Общее
"6. В Ростехе заявили, что внимательно следят за ситуацией на Мариинском прииске
",6. Технологии
"7. Анапа. РФ предлагает странам ЕАЭС построить каждой свою гостиницу имени своей страны в Анапе, земля будет предоставлена бесплатно, вицепремьер Дмитрий Чернышенко.
",7. Путешествия/релокация
"8. httpshooks
",8. Общее
"9. Atlantic Council Усиливаются спекуляции относительно украинского контрнаступления на юге и востоке Украины, с сообщениями о повышенной активности вдоль линии фронта
",9. Политика
"10. Анатолий Попов, заместитель председателя правления Сбера сегодня 80 кредитов МСП оформляются цифровым путем заемщик самостоятельно оформляет заявку в СберБизнесе, а после она автоматически рассматривается
",10. Финансы
"11. Сергей Шойгу сообщил о попытке ВСУ прорвать оборону на запорожском направлении
",11. Политика
"12. Бумаги Банка СанктПетербург взлетели на Мосбирже почти на 40. banksta
",12. Финансы
"13. Каховская ГЭС сегодня
",13. Общее
"14. Ещё фото тех самыхhttpst.mevoenacher45932 двух брошенных французских колёсных танков AMX10RC, участвовавших в наступленииhttpst.mevoenacher45997 на Новодонецкое. korrzakadrom
",14. Политика
"15. Апдейт Соучредитель и CEO Bybit Бен Чжоу сообщил, что 7 июня криптовалютная биржа получила лицензию на управление платформой цифровых активов и обеспечение их хранения от AFSA
",15. Крипта
"16. Ой, неужелиhttpst.merusbrief124362? То есть, как минимум 8 лет с 2014 года в огромных количествах заносить деньги в банки врага и надеяться, что их потом вернут это нормально? А на что еще рассчитывали эти гениальные эффективные менеджеры? Которых у нас во всех сферах 100 личного состава випчиновников... Игорь Стрелковhttpst.mestrelkovii5319
",16. Общее
"17. Главный раввин Украины
",17. Общее
"18. Запад сливает трек с НАТО, нам не готовы давать даже обещания, что мы вступим в Альянс, а вместо гарантий нам предлагают заверения! Уже ясно, что на саммите НАТО будет много пустых слов и полное отсутствие конкретики, а значит Украина останется одна в затяжной войне с Россией
",18. Политика
"19. Какое счастье, что я дал себе зарок не материться на женских детей! Позвонила журналистка, хорошая девочка, спросила, что я думаю о том, что какойто комик уехал за границу и поливает грязью Россию
",19. Общее
"20. 12 июня будут крупные размещения от Минфина США 13, 26 и 52 недельные векселя, 3 и 10 летние ноты и 30 летние бонды, а 1 по 6 июня включительно Минфин произвел чистые заимствования на 139 млрд долл полностью в векселях
",20. Финансы
"1. РФ не рассчитывает на доступ к ремонту аммиакопровода Тольятти Одесса, который ранее был подорван в Харьковской области, заявил вицепремьер министр промышленности и торговли Денис Мантуров
",1. Политика
"2. Полное заявление Шойгу об украинских попытках прорвать оборону
",2. Политика
"3. Москвичи могут многое отвлечься на шаурму и потерять самокат за полмиллиона, устроиться на работу полицейским по купленному паспорту или подраться с иноагентом Понасенковым
",3. Общее
"4. Енот украл раков из ведра рыбаков на Кубани
",4. Общее
"5. Попали! Давай туда же!
",5. Общее
"6. Открылись подробности иска Комиссии по ценным бумагам и биржам США SEC к бирже Binance. По данным регулятора, Binance и Binance US перевели на счета владельца биржи Чанпэна Чжао свыше 12 млрд. banksta
",6. Финансы
"7. ВСЁ По ГОСТУ!
",7. Общее
"8. Пока ЛОМы и пропагандисты Офиса Президента молчат набрав в рот воды, западные СМИ в один голос заявляют о старте контрнаступления на Крым
",8. Политика
"9. В Воронцовском дворце обсудили вопросы интеграции новых субъектов России
",9. Политика
"10. Роскомнадзор заблокировал сайт проекта 20 идей по развитию России Дмитрия Давыдова
",10. Технологии
"11. Роботакси нельзя назвать полностью беспилотным автомобилем, открыть дороги для машин без водителей Россия не готова нет ни законов, ни инфраструктуры, заявил журналистам замглавы ГИБДД Олег Понарьин.
",11. Технологии
"12. Лето время подать заявку на газификацию и догазификацию своего дома
",12. Общее
"13. Сириец напал с ножом на детей на игровой площадке во Франции Le Figaro
",13. Общее
"14. Саудовская Аравия одобрила запрос Сирии на возобновление авиасообщения, сирийские авиакомпании завершают процедуру подготовки
",14. Путешествия/релокация
"15. Острожно, жёсткие кадры!
",15. Общее
"16. В Госдуме предложили уничтожать, а не хранить нелегальный спирт с обращением на имя премьера обратился депутат Султан Хамзаев
",16. Общее
"17. Долгожданное украинское контрнаступление находится в активной фазе, заявил американскому каналу ABC близкий к Зеленскому чиновник
",17. Политика
"18. Жители белгородского приграничья, которых временно отселили изза обстрелов со стороны ВСУ, получат по 50 тыс
",18. Общее
"19. Власти Абхазии увеличили штраф за появление в купальниках и плавках в общественных местах
",19. Общее
"20. Морские такси и паромы в Дубае переводятhttpswww
",20. Путешествия/релокация
"1. 
",1. Общее
"2. Сделали аудиоверсию нашего большого видеоhttpsyoutu
",2. Технологии
"3. В новом видео Винивитинаhttpst.merusbrief124248 главными я считаю две вещи 1. Дважды повторенную мысль о том, что Вагнер в Бахмуте намеренно ослаблял фланги. Это первая попытка опровергнуть ставший уже практически аксиомой тезис о том, что пригожинцы в Бахмуте воевали хорошо, а армейцы плохо. 2. Подполковник перечисляет совершенно конкретный и достаточно длинный ряд преступлений, по обвинению в которых Пригожина сейчас вполне могут и арестовать хотя бы теоретически. Аббас Галлямов httpst.meabbasgallyamovpolitics2490иноагент
",3. Политика
"4. Мосгоризбирком утвердил трехдневное голосование на выборах мэра Москвы
",4. Политика
"5. Мосгоризбирком утвердил трехдневное голосование на выборах мэра столицы.
",5. Политика
"6. Ветхий дом по Козьмодемьянскому тракту в ЙошкарОле был снесен
",6. Общее
"7. Голосование на выборах мэра Москвы в сентябре будет идти три дня соответствующее решение утвердил Мосгоризбирком
",7. Политика
"8. доллар курс
",8. Финансы
"9. До открытия безвизового обмена с Китаем остался один шаг
",9. Путешествия/релокация
"10. За право первого убийства немецкого Леопарда спорили лётчики и артиллеристы, железные танкисты и смелые операторы ПТУР
",10. Общее
"11. Приоритетная задача СВО не допустить развёртывания военной инфраструктуры США и НАТО на Украине. А корейский вариант httpst.merusbrief124192как раз и предполагает военное освоение американцами и их союзниками оставшейся под контролем киевского режима украинской территории. Юрий Баранчикhttpst.mebarantchik10303
",11. Политика
"12. МИД Румынии потребовал, чтобы страну в течение 30 дней покинули более 50 сотрудников российского посольства
",12. Политика
"13. BRIEF
",13. Общее
"14. Искать жильё в поездках по всему миру сейчас сложнее, чем обычно
",14. Путешествия/релокация
"15. httpshooks
",15. Общее
"16. В ВСУ начали комментировать горы своей сожжённой техники наступление на Запорожском фронте
",16. Общее
"17. Европейская организация потребителей BEUC выпустила отчет, в котором указала на вводящую в заблуждение рекламу криптовалют в популярных социальных сетях
",17. Технологии
"18. МИД Румынии потребовал, чтобы страну в течение 30 дней покинули более 50 сотрудников посольства РФ.
",18. Политика
"19. __Данные TradingView __открытие_сша selfinvestor
",19. Финансы
"20. Чебурашку уровня b пригласили на празднование окончания учебного года в посёлке Новая Майна Ульяновская область
",20. Развлечения
"1. МИД Румынии потребовал, чтобы страну в течение 30 дней покинули более 50 сотрудников российского посольства
",1. Политика
"2. Карикатура The Times
",2. Общее
"3. Пригожин считает, что начало контрнаступа ВСУ проходит безрезультатно
",3. Политика
"4. Пресссекретарь президента Песков сообщил, что российское государство и предприниматели России были ограблены Западом. banksta
",4. Финансы
"5. МИД РФ заявил, что Москва ответит на решениеhttpst.merusbrief124419 Румынии выслать более 50 сотрудников российского посольства, РИА Новости.
",5. Политика
"6. forkstocks
",6. Общее
"7. Командаполиттехнологи Шойгу, как военные, так и профессиональные, да и сам Сергей Кужугетович, до сих пор не поняли с кем имеют дело. Пригожин прирожденный политик, который давно и очень быстро набрал политический вес и даже заматерел. На всем российском политическом поле, которое давно напоминает безлюдный лунный пейзаж, он оказался единственным живым политиком. Бороться с ним подобными примитивными роликамиhttpst.merusbrief124248, что ходить против ветра. kritiknewsfeedhttpst.mekritiknewsfeed12815
",7. Политика
"8. Жительница Звениговского района потеряла почти 127 тысяч рублей, установив приложение под диктовку псевдобанкира МВД РФ по РМЭ.
",8. Финансы
"9. Провластный гей бар отсчитался, сколько стоило принять решение на террористическую атаку дамбы
",9. Общее
"10. Сбер на выставке Евразия наш дом представил собственные технологические решения для ряда отраслей. Презентацию проводил Герман Греф, глава банка, в том числе, для председателя правительства РФ Михаила Мишустина и глав правительств СНГ. Были представлены система поддержки принятия врачебных решений умный помощник врача ТОП3, алгоритм для определения ковида и других патологий КТ Лёгких, школа программирования Школа 21, мультимодальная нейросеть GigaChat, а также модель для генерации изображений Kandinsky 2.1. banksta
",10. Технологии
"11. Кадры головной станции СевероКрымского канала
",11. Общее
"12. Суд на Украине заочно приговорил депутатов Госдумы от Якутии Сардану Авксентьеву и Петра Аммосова к 15 годам лишения свободы с конфискацией имущества, признав их виновными в посягательстве на территориальную целостность и неприкосновенность Украины. yakutia14news
",12. Политика
"13. МИД Румынии потребовал, чтобы страну в течение 30 дней покинули более 50 сотрудников посольства России
",13. Политика
"14. Запуск движения порожних грузовиков по Крымскому мосту возможен в случае спокойной обстановки
",14. Общее
"15. Мэры крупных городов фигуры заведомо несамостоятельные. Прорыва в развитии Смоленскаhttpst.merusbrief124075 не ожидаю. Население города стабильно уменьшается за последнее десятилетие с 331 тыс. до 313 тыс. человек. Город непривлекателен в том числе для молодежи. А задачку эту мэру уж никак не решить имидж региона может изменить лишь губернатор. Антон Чаблинhttpst.mepolitolog_Orlov12197
",15. Общее
"16. Наступление. Непростое начало httpsyoutu.beqtBXO_W2qM8
",16. Общее
"17. Ким Чен Ын признал самоубийства в Северной Корее изменой социализму
",17. Политика
"18. Турист погиб после нападения акулы в Хургаде
",18. Путешествия/релокация
"19. МИД Румынии потребовал, чтобы страну в течение 30 дней покинули более 50 сотрудников российского посольства
",19. Политика
"20. Инсайд
",20. Общее
"1. ISW Разрушение плотины Каховской ГЭС существенно меняет географию и топографию Херсонского прифронтового сектора на юге Украины. Съемка в ближнем инфракрасном диапазоне, сделанная в 0400 утра 7 июня, показывает, что наводнение сильно нарушает российские оборонительные позиции на восточном берегу Днепра, затрагивая российские позиции первой линии в Голой Пристани и Олешках. Источники сообщают, что Олешки, Голая Пристань, Казачьи Лагери и Днепряны почти полностью затоплены, в некоторых районах уровень воды поднялся до высоты одноэтажных домов. Наводнение, вероятно, ухудшится и еще больше изменит географию Херсонской области в течение следующих 72 часов. Разрушение плотины негативно сказалось на российских позициях на восточном берегу Днепра. Быстрый подъем воды заставил российских военных отступить. Наводнение также уничтожило российские минные поля вдоль берега. Врио главы Херсонской области Владимир Сальдо, однако, заявил, что разрушение плотины выгодно для российской обороны, поскольку осложнит продвижение украинских войск через реку. Количество российской тяжелой техники, потерянной в первые 24 часа после наводнения, также неясно. briefsmi
",1. Политика
"2. В Частном опубликовал видео нападения урода на детскую площадку во Франции Что сказать
",2. Общее
"3. Единственной интригойhttpst.merusbrief124385 остаётся формат участия СРЗП, которая выступает реальной оппозицией по отношению к Клычкову. Вариантов тут несколько неучастие не комильфо для системной партии выдвижение яркой фигуры, которая не пройдет муниципальный фильтр конфронтационный сценарий выдвижение яркой фигуры, которая зарегистрируется, но не будет вести жесткой кампании сомнительный для репутации справедливых вариант наконец, выдвижение кандидата, который пройдет фильтр и будут вести кампанию, но не будет опасным для Клычкова. Владимир Слатиновhttpst.meslatinov1691
",3. Политика
"4. Путин по телефону обсудил с Сальдо ситуацию в Херсонской области после диверсии на Каховской ГЭС, рассказал Песков
",4. Политика
"5. Турист погиб в Хургаде после нападения акулы
",5. Общее
"6. Некоммерческая организация Brazzaville Foundation __Президент Украины Владимир Зеленский примет в пятницу, 16 июня, в Киеве, а президент России Владимир Путин в субботу, 17 июня, в СанктПетербурге следующих глав государств президента ЮАР Сирила Рамапосу, президента Коморских Островов и председателя Африканского союза Азали Ассумани, президента Республики Конго Дени СассуНгессо, президента Уганды Йовери Кагуту Мусевени, президента Сенегала Маки Саля, президента Замбии Хакаинде Хичилему. Ожидается, что президент Египта Абдель Фаттах асСиси присоединится к другим главам африканских государств.__
",6. Политика
"7. Владимир Путин по телефону обсудил с Сальдо ситуацию в Херсонской области после диверсии на Каховской ГЭС, рассказал Песков
",7. Политика
"8. Вся этаhttpst.merusbrief124248 разворачивающаяся на наших глазах история с полковником Винивитиным говорит о том, что очень опасные процессы идут в стране, являющейся ядерной сверхдержавой. И всё, что мы сейчас видим, даже не кульминация. vologodskoy_konvoyhttpst.mevologodskoy_konvoy24377
",8. Общее
"9. Роспотребнадзор обнаружил 2640 литров напитка Мистер сидр в башкирском Салавате
",9. Общее
"10. Прямо на моих глазах акула сожрала парня
",10. Общее
"11. Санкции против России привели к серьёзным проблемам для бизнеса на севере Норвегии. Верфи Kimek, где ремонтируются мурманские рыболовные суда, при отсутствии заказов из России грозит банкротство, а рабочим увольнение. Об этом пишет СеверПост. banksta
",11. Финансы
"12. Роспотребнадзор обнаружил 2640 литров напитка Мистер сидр в башкирском Салавате
",12. Общее
"13. Власти РФ и Украины обвиняют друг друга в обстрелах во время эвакуации в Херсонской области
",13. Политика
